track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
For the F^_^k Of It (feat. Jeremih & Aminé),Snakehips,43,0.826,0.634,0,-4.0,1,0.122,0.402,0.0,0.293,0.778,147.996
For the Fun of It,The Obsessives,35,0.416,0.337,0,-6.784,1,0.0331,0.000427,0.0958,0.0904,0.319,144.95
for the people in the back,ROLE MODEL,0,0.778,0.738,1,-4.413,1,0.0588,0.109,3.03e-06,0.393,0.869,156.071
Found You,Kasbo,0,0.478,0.634,0,-6.092,1,0.0728,0.395,0.00889,0.599,0.121,180.185
FourFiveSeconds,Rihanna,81,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846
Francis Forever,Mitski,0,0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.984
Freaking Out the Neighborhood,Mac DeMarco,0,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302
Freakin' Out On the Interstate,Briston Maroney,71,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861
Freaks,Surf Curse,17,0.346,0.944,9,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,179.63
Free Fall,ILLENIUM,12,0.429,0.525,2,-4.399,1,0.0382,0.458,6.35e-05,0.124,0.228,133.897
Free Lunch,Isaiah Rashad,68,0.865,0.472,11,-7.359,0,0.237,0.223,5.39e-05,0.109,0.843,130.011
Free (with Drew Love),Louis The Child,46,0.653,0.565,1,-6.636,1,0.0354,0.00561,3.02e-05,0.145,0.165,124.987
Friendly Dark,Ollie MN,46,0.717,0.134,11,-16.178,1,0.0294,0.941,0.0942,0.107,0.234,94.933
Frio,mike.,48,0.738,0.541,11,-4.985,0,0.214,0.295,2.25e-05,0.126,0.394,90.087
Frisky,Dominic Fike,66,0.847,0.487,9,-5.519,1,0.047,0.211,0.0,0.0761,0.811,97.018
"From Me, the Moon",Lav,53,0.556,0.0179,0,-28.603,1,0.0383,0.995,0.16,0.0684,0.152,99.411
From the Dining Table,Harry Styles,75,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08
Frontlines,Zeds Dead,49,0.407,0.925,11,-4.155,0,0.0747,0.0113,0.0025,0.192,0.119,151.993
Fruit Punch,Kaiydo,49,0.8,0.586,0,-7.344,1,0.176,0.037,0.0,0.074,0.749,104.002
Fuck No (feat. Brasstracks & PhiloSofie),99 Neighbors,53,0.817,0.487,0,-6.585,1,0.474,0.545,0.0,0.336,0.65,70.949
Fuck Your Money,Elohim,28,0.672,0.557,0,-6.869,1,0.206,0.22,0.0,0.108,0.522,92.023
Future Stomp,MARAUDA,33,0.433,0.974,8,-3.423,1,0.542,0.175,0.64,0.106,0.047,137.277
Gangster,Labrinth,53,0.771,0.675,5,-8.738,1,0.401,0.652,0.0521,0.303,0.243,134.929
Gap in the Clouds,Yellow Days,55,0.576,0.535,9,-8.392,1,0.041,0.588,0.0106,0.31,0.196,139.939
Gas Pedal,Sage The Gemini,68,0.843,0.538,1,-8.028,1,0.0833,0.0273,0.0,0.124,0.428,97.49
Gassed Up,Nebu Kiniza,69,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88
Gassed Up,Zeds Dead,59,0.643,0.985,4,-1.848,0,0.41,0.0152,0.000965,0.311,0.182,140.029
GATEWAY,Kayzo,25,0.644,0.982,2,-2.029,1,0.195,0.00343,0.278,0.128,0.228,139.995
gb/ol h/nf,Oso Oso,6,0.304,0.896,2,-4.681,1,0.101,0.000308,1.52e-05,0.274,0.443,166.174
Generation Why,Conan Gray,62,0.561,0.684,9,-8.235,1,0.0669,0.347,2.93e-06,0.122,0.528,81.977
Get High,Oliverse,51,0.502,0.979,5,-1.476,0,0.148,0.00113,0.0202,0.277,0.398,75.0
get out,Hysterla,35,0.414,0.464,5,-3.862,1,0.03,0.662,0.000108,0.12,0.108,82.018
Get Right Witcha,Migos,0,0.95,0.743,10,-5.861,0,0.238,0.0646,1.11e-05,0.103,0.619,136.983
Get You (feat. Kali Uchis),Daniel Caesar,85,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038
Get Your Wish,Porter Robinson,56,0.541,0.685,11,-5.844,1,0.051,0.0983,0.0,0.124,0.442,95.008
Ghost,Ahmad Anonimis,53,0.732,0.568,2,-5.55,1,0.445,0.593,0.0,0.222,0.483,82.057
Ghost,Indigo De Souza,39,0.451,0.364,0,-9.672,1,0.0343,0.497,0.000477,0.121,0.119,102.039
Ghosting,Mother Mother,65,0.606,0.618,11,-5.1,1,0.0258,0.325,0.0019,0.108,0.237,92.061
Ghost Town,Kanye West,82,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378
Gilded Lily,Cults,81,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859
Gimme Some Keys,Matroda,62,0.802,0.725,11,-5.218,0,0.0521,0.00222,0.819,0.064,0.864,124.992
The Girl,City and Colour,55,0.404,0.542,10,-7.578,1,0.0349,0.837,7.21e-05,0.137,0.183,109.166
Girl on a Train,Skizzy Mars,48,0.711,0.678,9,-6.398,1,0.0476,0.219,0.0,0.176,0.615,94.04
A Girl On The Train,Chance Thrash,32,0.426,0.0294,8,-25.545,1,0.0963,0.994,0.932,0.0977,0.0656,167.26
Girl With The Tattoo Enter.lewd,Miguel,83,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451
Glamorama,Bryce Vine,57,0.683,0.623,2,-5.859,0,0.0703,0.256,0.0,0.113,0.495,154.058
Glimpse of Us,Joji,80,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914
Glisten by the Wind,Nick Leng,58,0.26,0.0396,1,-24.322,1,0.0343,0.958,0.855,0.107,0.12,79.719
Glitter,BENEE,66,0.801,0.589,7,-5.157,1,0.0485,0.0863,0.0,0.162,0.58,116.934
glow worms,ivri,70,0.0,0.118,10,-21.342,0,0.0,0.872,0.788,0.109,0.0,0.0
GOAT,Virtual Riot,33,0.817,0.883,1,-1.765,1,0.237,0.00782,0.0226,0.114,0.728,150.092
The God Hour,A$AP ANT,62,0.777,0.713,0,-7.481,1,0.288,0.0832,1.38e-06,0.545,0.385,129.964
God Put a Smile upon Your Face - Live in Sydney,Coldplay,36,0.461,0.662,1,-7.211,0,0.0326,0.0333,0.00175,0.981,0.183,126.452
Go Flex,Post Malone,80,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967
Gold Dust,Galantis,48,0.242,0.746,2,-4.496,1,0.0361,0.00635,0.00397,0.107,0.128,127.997
golden hour,JVKE,86,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467
Gold Snafu,Sticky Fingers,0,0.66,0.849,0,-5.97,1,0.0293,0.00458,0.00011,0.0877,0.836,102.005
Gone,lucidbeatz,59,0.681,0.452,9,-15.546,0,0.0352,0.19,0.142,0.11,0.209,140.059
good 4 u,Olivia Rodrigo,86,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928
Goodbye To A World,Porter Robinson,63,0.444,0.35,9,-7.194,1,0.0483,0.453,0.109,0.0824,0.0973,95.979
Good Days,SZA,80,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002
Goodie Bag,Still Woozy,78,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263
Good Life,Kanye West,1,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962
Good Looking,Suki Waterhouse,84,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079
Good News,Mac Miller,74,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088
Good Nights (feat. Mascolo),Whethan,60,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015
Good Things Fall Apart (with Jon Bellion),ILLENIUM,61,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033
Good Time,Ocean Park Standoff,51,0.708,0.62,8,-5.903,1,0.125,0.0106,6.08e-06,0.354,0.912,145.073
Good Times,Matt Duncan,0,0.386,0.557,0,-9.724,1,0.0445,0.271,8.99e-05,0.0946,0.244,110.014
Gook,Denzel Curry,49,0.668,0.805,1,-4.964,0,0.101,0.161,1.69e-06,0.139,0.31,150.021
goosebumps,Travis Scott,87,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
Gorgeous,mansionz,62,0.833,0.545,2,-4.004,0,0.462,0.352,0.0,0.0915,0.541,77.035
"GRAVITY (FEAT. TYLER, THE CREATOR)",Brent Faiyaz,67,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924
Greek Tragedy,The Wombats,59,0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24
Grey Luh,Berhana,54,0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523
Griztronics,GRiZ,60,0.607,0.941,11,-3.807,0,0.481,0.037,0.0137,0.321,0.521,75.401
Groove District,Starjunk 95,56,0.776,0.849,0,-6.81,1,0.0392,0.0769,0.156,0.157,0.203,125.004
G Shit (Badklaat Remix),Excision,0,0.683,0.989,9,-2.77,1,0.0989,0.0356,0.00753,0.803,0.212,150.02
GUD VIBRATIONS,NGHTMRE,57,0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994
Guest List,NITTI,46,0.666,0.905,6,-2.756,0,0.116,0.0236,0.0296,0.067,0.487,135.101
Guilty Pleasure,Bryce Vine,52,0.651,0.835,6,-5.768,1,0.0464,0.00359,0.0,0.118,0.87,150.058
Guru,Coast Modern,59,0.76,0.674,3,-6.425,1,0.0411,0.231,0.0027,0.0728,0.797,140.022
Gutter Girl,Hot Flash Heat Wave,0,0.518,0.809,1,-6.074,1,0.0665,0.182,0.513,0.0951,0.281,111.982
Gymnopédie No. 1,Erik Satie,72,0.468,0.0127,7,-36.856,1,0.123,0.994,0.937,0.094,0.356,72.776
happier,Olivia Rodrigo,86,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924
Happier Than Ever,ASTN,73,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604
Happier Than Ever - Edit,Billie Eilish,43,0.387,0.594,0,-5.808,1,0.0394,0.0411,0.000713,0.203,0.137,161.975
Happiness is a butterfly,Lana Del Rey,79,0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499
Happy Now,Kygo,69,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999
Hardcore Bassdrum,Lil Texas,37,0.747,0.979,1,3.793,1,0.246,0.282,0.00123,0.147,0.354,104.954
Harness Your Hopes - B-side,Pavement,73,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862
Hawaiian Party,Cub Sport,53,0.529,0.638,0,-7.104,1,0.0301,0.116,0.0,0.0964,0.504,169.96
Headbang Gang,Trampa,40,0.649,0.942,8,-3.749,1,0.121,0.0317,0.245,0.458,0.218,145.083
HEADSTART,Ritt Momney,49,0.687,0.436,5,-7.505,1,0.0378,0.73,0.0,0.0853,0.281,94.968
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,64,0.744,0.614,1,-3.908,0,0.0838,0.00685,0.334,0.0708,0.774,131.994
Heady,electroboomin,0,0.657,0.555,1,-7.527,1,0.0327,0.0181,0.0,0.173,0.615,115.062
Healing Ritual,"Whatever, Dad",0,0.523,0.168,5,-24.01,1,0.831,0.648,3.2e-06,0.126,0.178,72.405
Heartbeat,Childish Gambino,84,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954
Heartbreaker,New Parlor,41,0.65,0.678,8,-5.807,1,0.0462,0.0189,1.28e-06,0.0663,0.562,126.089
Heart-Shaped Box,Nirvana,81,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006
Heaven Falls / Fall on Me,Surfaces,62,0.563,0.366,11,-6.896,0,0.121,0.36,0.00243,0.0955,0.768,85.352
Heavy Bass Design Vol. 2 [Sample Pack Demo],Virtual Riot,28,0.501,0.932,9,-3.317,1,0.083,0.000365,0.0288,0.402,0.167,150.084
Hell N Back,Bakar,80,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164
hello!,ROLE MODEL,57,0.791,0.462,10,-4.023,1,0.0383,0.505,0.0,0.0991,0.556,125.913
"Hello, Anxiety",Phum Viphurit,55,0.84,0.495,9,-9.54,1,0.0406,0.589,0.552,0.103,0.808,125.993
Hell on Earth,Rezz,0,0.599,0.92,2,-2.843,1,0.13,0.00119,0.403,0.209,0.285,179.986
Hendrix,Wyclef Jean,0,0.689,0.531,0,-7.333,0,0.239,0.0191,0.0,0.0889,0.366,139.873
Her,Poppy,0,0.532,0.972,1,-5.078,1,0.0895,0.000323,0.00852,0.209,0.374,121.966
Here Comes The Night,DJ Snake,48,0.554,0.779,10,-3.905,0,0.0466,0.159,2.7e-06,0.117,0.209,79.979
Here With Me,PEEKABOO,57,0.64,0.59,1,-2.502,0,0.0691,0.0495,0.206,0.144,0.103,90.047
Here With Me,d4vd,30,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023
Here with Me (feat. Modestep) (Clockvice Remix),Delta Heavy,27,0.414,0.822,6,-3.29,0,0.043,0.00603,0.000393,0.12,0.19,149.457
Hero,Family of the Year,0,0.341,0.539,5,-5.76,1,0.0265,0.213,6.44e-05,0.109,0.267,174.564
Hex,Ark Patrol,0,0.539,0.681,10,-6.476,0,0.0324,0.00437,0.727,0.105,0.123,98.043
Hey There Delilah,Plain White T's,81,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971
High Enough,K.Flay,75,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984
High Enough - RAC Remix,K.Flay,66,0.324,0.681,7,-4.697,1,0.0373,0.24,0.354,0.0783,0.294,132.993
High Tops,Del Water Gap,0,0.557,0.458,7,-5.127,1,0.0306,0.0499,5.67e-05,0.176,0.262,128.126
High Tops (Stripped),Del Water Gap,40,0.429,0.435,7,-5.073,1,0.0346,0.462,0.0,0.138,0.366,117.191
High You Are,What So Not,0,0.69,0.857,10,-5.613,1,0.0405,0.0557,0.11,0.0341,0.409,136.99
History,Cosmo's Midnight,43,0.761,0.451,11,-9.944,0,0.316,0.0272,0.0,0.153,0.451,104.967
Hold Up,Beyoncé,68,0.524,0.397,0,-11.936,1,0.405,0.745,0.0,0.521,0.552,80.744
Homage,Mild High Club,0,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372
Home,Medasin,48,0.66,0.45,4,-11.011,1,0.0451,0.839,0.714,0.374,0.242,145.011
Homecoming Serf,Sidney Gish,41,0.57,0.478,11,-11.29,1,0.128,0.38,0.0,0.196,0.792,217.941
Homesick,Catfish and the Bottlemen,64,0.699,0.6,1,-6.328,1,0.134,0.00231,0.00963,0.114,0.586,142.037
Homiesexual (with Ty Dolla $ign),Daniel Caesar,59,0.602,0.484,8,-10.919,0,0.0486,0.11,5.69e-06,0.101,0.289,99.948
Honesty,Pink Sweat$,15,0.616,0.204,6,-11.421,0,0.0331,0.919,0.0,0.106,0.419,79.826
Honeypie,JAWNY,75,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035
Hooked,NOTION,65,0.783,0.789,6,-3.899,0,0.0797,0.135,0.33,0.213,0.853,128.019
HOTEL LOBBY (Unc & Phew),Quavo,80,0.825,0.649,11,-4.297,1,0.169,0.117,0.0,0.232,0.143,127.978
Hot Milk,Snail's House,56,0.694,0.582,2,-8.33,1,0.069,9.13e-05,0.0151,0.187,0.302,74.992
Hot Rod,Dayglow,1,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985
House Is Dead,Lil Texas,37,0.648,0.993,4,1.611,0,0.158,0.0383,0.00156,0.183,0.222,109.937
House Song,Searows,70,0.293,0.131,2,-18.658,1,0.039,0.886,0.14,0.105,0.123,78.885
How,The Neighbourhood,58,0.382,0.749,7,-5.683,0,0.0379,0.00206,0.687,0.0668,0.0572,151.883
How I'd Kill,Cowboy Malfoy,62,0.514,0.368,5,-10.019,0,0.0515,0.73,7.2e-06,0.204,0.436,89.318
How Much Is Weed?,Dominic Fike,70,0.691,0.813,1,-4.49,1,0.0393,0.201,0.132,0.128,0.537,154.122
How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,Cash Cash,0,0.548,0.895,9,-1.988,0,0.102,0.11,0.0,0.0816,0.682,150.122
Hugh Hefner,ppcocaine,60,0.94,0.74,11,-7.849,1,0.171,0.00652,1.01e-05,0.0947,0.702,136.038
hungover sunday,Christian French,51,0.673,0.327,2,-7.67,1,0.0827,0.853,0.0,0.103,0.449,82.729
Hunny Bunnies,Beach Goons,54,0.169,0.9,4,-4.306,1,0.0883,0.000308,0.000586,0.0943,0.472,203.356
Hurt,Oliver Tree,0,0.562,0.782,0,-5.863,1,0.04,0.0209,0.0,0.315,0.486,94.006
Hurting on Purpose (feat. K.Flay),Whethan,41,0.796,0.698,0,-5.867,1,0.0676,0.0162,0.00115,0.312,0.727,140.966
Hustle,Hairitage,44,0.422,0.994,7,0.306,1,0.124,0.000171,0.298,0.139,0.239,149.888
Hymn For A Droid,Psychedelic Porn Crumpets,26,0.393,0.91,5,-4.613,0,0.0624,2.94e-05,0.44,0.318,0.251,140.062
I Ain't Worried,Aaron May,59,0.864,0.524,8,-11.915,0,0.127,0.516,0.0,0.103,0.85,130.061
I Can Feel Alive (feat. A R I Z O N A),R3HAB,40,0.73,0.767,0,-5.414,0,0.0569,0.0507,0.0,0.145,0.376,122.018
I Can't Handle Change,Roar,82,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711
idfc,blackbear,74,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871
I Don't Like You,Grace VanderWaal,43,0.753,0.788,2,-3.747,0,0.0915,0.0842,0.0,0.289,0.586,80.49
I Don't Really,Andy Shauf,40,0.784,0.104,8,-16.585,1,0.043,0.735,0.0,0.121,0.28,114.488
i dont wanna be ur friend,awfultune,27,0.499,0.169,10,-13.537,1,0.0936,0.916,0.0203,0.35,0.277,177.647
I Don't Wanna Dance,COIN,31,0.602,0.853,0,-6.26,1,0.0423,0.0166,0.0,0.178,0.816,100.008
I Fall Apart,Post Malone,81,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95
I Feel Like I'm Drowning,Two Feet,80,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927
if god didnt want us to snort worms he wouldn't have made them cylindrical!,MIMIDEATH,71,0.703,0.743,5,-10.624,0,0.0299,0.0694,0.639,0.116,0.349,123.549
I Forgot to Take My Meds Today,Prince Daddy & the Hyena,47,0.403,0.938,6,-4.431,1,0.0613,0.00308,0.0,0.193,0.357,109.934
I Found,Amber Run,76,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949
If You Leave,Sky McCreery,49,0.546,0.138,6,-13.988,0,0.0677,0.927,0.000738,0.242,0.0392,134.88
I Hope You're Okay,Flatsound,35,0.425,0.176,7,-18.675,1,0.0423,0.896,0.0175,0.153,0.29,87.733
"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,0,0.496,0.693,5,-9.576,0,0.247,0.159,0.0261,0.142,0.597,129.929
III. Urn,Childish Gambino,76,0.59,0.446,0,-12.759,0,0.0731,0.621,0.00235,0.0731,0.399,140.081
i just killed a cop now i'm horny,JPEGMAFIA,0,0.579,0.625,2,-9.012,1,0.275,0.37,0.00255,0.694,0.191,105.346
I Killed Arbor Day For You,Panucci's Pizza,45,0.529,0.869,7,-7.238,1,0.0399,0.000194,0.0,0.357,0.487,97.672
ili,TroyBoi,52,0.634,0.588,9,-6.753,1,0.106,0.0575,0.00231,0.441,0.77,174.006
I Like It Like That (feat. New Boyz),Hot Chelle Rae,60,0.742,0.784,1,-5.458,1,0.0552,0.0308,0.0,0.354,0.65,101.002
I Like Me Better,Lauv,8,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97
I Like Me Better - Ryan Riback Remix,Lauv,0,0.61,0.579,9,-8.184,1,0.0662,0.0524,2.3e-06,0.0829,0.203,98.02
I'll Be Good,KRANE,21,0.655,0.933,2,-3.665,1,0.0784,0.0826,0.14,0.321,0.751,153.99
IllLeaveItUpToYou,surrenderdorothy,48,0.655,0.284,9,-15.018,1,0.0318,0.722,0.381,0.112,0.484,111.388
I Love It (feat. Charli XCX),Icona Pop,72,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
I Love It (& Lil Pump),Kanye West,74,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053
i love you,Billie Eilish,81,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446
I Love You.,Kaivon,50,0.56,0.746,2,-2.566,0,0.0486,0.0112,0.0776,0.0999,0.0387,113.966
ILYSB,LANY,69,0.636,0.623,5,-7.016,1,0.0603,0.468,0.00453,0.351,0.389,100.026
ILY x11,dandelion hands,41,0.718,0.192,6,-20.504,1,0.035,0.922,0.945,0.111,0.0825,82.731
i'm gonna tell my therapist on you,Pinkshift,55,0.408,0.904,8,-4.29,1,0.0499,0.000318,0.274,0.0634,0.4,95.03
I'm Good,The Mowgli's,58,0.612,0.921,0,-5.338,1,0.0705,0.0115,0.0,0.166,0.674,96.042
"I'm Good Luv, Enjoy.",Aaron May,78,0.891,0.586,11,-4.665,1,0.121,0.0833,0.0,0.213,0.954,130.012
I'm No Magician,Vincent,0,0.811,0.58,0,-6.732,1,0.0373,0.642,3.26e-05,0.14,0.71,125.977
I'm So Sick,Flyleaf,70,0.429,0.96,10,-4.261,1,0.0914,6.46e-05,6.27e-06,0.102,0.233,153.932
i'm so tired...,Lauv,4,0.576,0.736,11,-7.572,1,0.224,0.178,0.0,0.238,0.484,101.928
I'm With You,JVNA,38,0.405,0.705,9,-4.611,1,0.0375,0.278,5.06e-06,0.157,0.136,149.342
In Between,WILLIS,54,0.716,0.707,1,-7.305,0,0.0402,0.25,0.553,0.109,0.545,117.992
In Chicago,John Summit,54,0.73,0.849,2,-6.899,1,0.0378,0.00172,0.82,0.159,0.688,125.99
INCOMING,MC ORSEN,72,0.905,0.876,2,-5.467,1,0.0422,0.00391,0.841,0.058,0.31,124.976
INDULGE,SEBASTIAN PAUL,50,0.611,0.658,5,-7.764,0,0.275,0.0425,0.000638,0.146,0.453,146.977
Infinity,Jaymes Young,84,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963
In Flames,Dabin,7,0.48,0.73,5,-4.352,0,0.0366,0.00841,0.0,0.103,0.295,91.988
Information Overload,Grabbitz,30,0.674,0.609,9,-6.64,1,0.0445,0.0229,4.2e-05,0.106,0.547,99.939
in love,EKKSTACY,47,0.292,0.159,8,-12.632,1,0.0334,0.925,0.00114,0.104,0.131,104.226
In My Head,Virtual Riot,42,0.708,0.713,11,-5.39,1,0.0657,0.0555,0.00389,0.32,0.264,101.999
In My Mind,Dynoro,81,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
In My Mind,Ookay,18,0.714,0.735,6,-4.239,0,0.192,0.022,0.00999,0.0751,0.168,147.084
Insane feat. Moon Holiday,Flume,55,0.348,0.536,5,-8.257,0,0.0454,0.0505,5.97e-05,0.121,0.0479,188.069
Instead of My Room,Charlie Burg,19,0.73,0.821,2,-3.922,1,0.101,0.0373,1.6e-06,0.327,0.79,125.18
International Anthem,Flux Pavilion,27,0.577,0.919,7,-1.748,1,0.0353,0.00183,0.000544,0.09,0.436,149.938
Interstate 10 (feat. Future),Mustard,46,0.83,0.489,2,-7.212,1,0.343,0.167,0.0,0.204,0.0676,101.985
In Your Eyes,Taska Black,3,0.488,0.644,6,-5.194,0,0.0361,0.176,9.45e-05,0.107,0.165,137.916
iSpy,KYLE,0,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
It Ain't Over 'Till It's Over,Haley Reinhart,0,0.615,0.276,6,-7.705,1,0.0352,0.976,3.25e-05,0.141,0.41,68.878
I Think I Like When It Rains,WILLIS,75,0.622,0.455,9,-7.116,1,0.0282,0.0401,0.0,0.0957,0.274,124.412
I Think You're Alright,Jay Som,0,0.557,0.475,2,-7.971,1,0.0279,0.00249,0.178,0.629,0.417,140.129
It'll Be Okay (feat. Helen Tess),smle,0,0.579,0.707,6,-6.947,1,0.0608,0.0346,0.000591,0.423,0.309,92.031
It's A Vibe,2 Chainz,69,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003
"It's Been A Long, Long Time",Les Paul,49,0.614,0.0608,7,-19.81,1,0.0412,0.982,0.0514,0.115,0.381,77.019
It's Called: Freefall,Rainbow Kitten Surprise,80,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944
It's Only Sex,Car Seat Headrest,62,0.589,0.519,7,-8.069,1,0.0411,0.368,0.457,0.119,0.482,119.981
i've never felt so alone - slowed & filtered,Rising6,0,0.483,0.216,8,-19.957,1,0.0805,0.98,0.976,0.108,0.273,82.052
IV. Sweatpants,Childish Gambino,0,0.644,0.479,4,-8.352,1,0.177,0.169,0.0,0.639,0.612,79.929
Ivy,Frank Ocean,83,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408
I Wanna Boi,PWR BTTM,48,0.374,0.419,0,-6.224,1,0.0504,0.426,0.0,0.0596,0.549,83.921
I Wanna Get Better,Bleachers,65,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87e-05,0.218,0.398,190.013
I Wanna Know,RL Grime,59,0.432,0.85,10,-4.417,1,0.0771,0.501,6.59e-06,0.203,0.109,82.607
I Want It All,COIN,0,0.269,0.879,11,-6.049,1,0.204,0.0132,0.00279,0.0842,0.697,85.175
I Want To Be With You,chloe moriondo,42,0.743,0.443,4,-6.968,1,0.0382,0.0225,6.76e-06,0.099,0.37,119.984
i want you,pluko,35,0.612,0.44,8,-9.845,0,0.0503,0.113,0.0139,0.0998,0.0562,144.011
I Wasn't Told,Berhana,37,0.239,0.283,6,-13.349,1,0.0413,0.124,0.00392,0.0885,0.209,160.417
I Will Follow You into the Dark,Death Cab for Cutie,69,0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401
Jackie Chan,Tiësto,72,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005
Janet,Berhana,51,0.81,0.308,0,-8.194,1,0.0818,0.354,0.0,0.0899,0.56,120.012
Japanese Denim,Daniel Caesar,82,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156
"jealousy, jealousy",Olivia Rodrigo,84,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929
Je Rêverai à Toi,Kate Bollinger,39,0.628,0.236,2,-13.871,1,0.0295,0.679,0.00687,0.102,0.225,134.173
Je te laisserai des mots,Patrick Watson,86,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731
